wE	aE	wRK	aRK
0.163724	0.193810	0.162946	0.193070
0.163535	0.193827	0.162757	0.193086
0.163346	0.193843	0.162569	0.193102
0.163157	0.193859	0.162381	0.193119
0.162968	0.193876	0.162193	0.193135
0.162779	0.193892	0.162004	0.193151
0.162590	0.193908	0.161816	0.193167
0.162401	0.193924	0.161628	0.193183
0.162212	0.193941	0.161439	0.193200
0.162023	0.193957	0.161251	0.193216
0.161834	0.193973	0.161063	0.193232
0.161644	0.193989	0.160874	0.193248
0.161455	0.194005	0.160686	0.193264
0.161266	0.194022	0.160497	0.193280
0.161077	0.194038	0.160309	0.193296
0.160888	0.194054	0.160121	0.193312
0.160699	0.194070	0.159932	0.193328
0.160510	0.194086	0.159744	0.193344
0.160320	0.194102	0.159555	0.193360
0.160131	0.194118	0.159367	0.193376
0.159942	0.194134	0.159178	0.193392
0.159753	0.194150	0.158989	0.193408
0.159563	0.194166	0.158801	0.193424
0.159374	0.194182	0.158612	0.193440
0.159185	0.194198	0.158424	0.193455
0.158996	0.194214	0.158235	0.193471
0.158806	0.194230	0.158047	0.193487
0.158617	0.194246	0.157858	0.193503
0.158427	0.194261	0.157669	0.193519
0.158238	0.194277	0.157481	0.193534
0.158049	0.194293	0.157292	0.193550
0.157859	0.194309	0.157103	0.193566
0.157670	0.194325	0.156914	0.193582
0.157480	0.194340	0.156726	0.193597
0.157291	0.194356	0.156537	0.193613
0.157102	0.194372	0.156348	0.193629
0.156912	0.194388	0.156159	0.193644
0.156723	0.194403	0.155971	0.193660
0.156533	0.194419	0.155782	0.193675
0.156344	0.194435	0.155593	0.193691
0.156154	0.194450	0.155404	0.193706
0.155964	0.194466	0.155215	0.193722
0.155775	0.194482	0.155027	0.193738
0.155585	0.194497	0.154838	0.193753
0.155396	0.194513	0.154649	0.193768
0.155206	0.194528	0.154460	0.193784
0.155016	0.194544	0.154271	0.193799
0.154827	0.194559	0.154082	0.193815
0.154637	0.194575	0.153893	0.193830
0.154447	0.194590	0.153704	0.193846
0.154258	0.194606	0.153515	0.193861
0.154068	0.194621	0.153326	0.193876
0.153878	0.194636	0.153137	0.193892
0.153689	0.194652	0.152948	0.193907
0.153499	0.194667	0.152759	0.193922
0.153309	0.194683	0.152570	0.193937
0.153119	0.194698	0.152381	0.193953
0.152930	0.194713	0.152192	0.193968
0.152740	0.194728	0.152003	0.193983
0.152550	0.194744	0.151814	0.193998
0.152360	0.194759	0.151624	0.194014
0.152170	0.194774	0.151435	0.194029
0.151980	0.194789	0.151246	0.194044
0.151790	0.194805	0.151057	0.194059
0.151601	0.194820	0.150868	0.194074
0.151411	0.194835	0.150679	0.194089
0.151221	0.194850	0.150489	0.194104
0.151031	0.194865	0.150300	0.194119
0.150841	0.194880	0.150111	0.194134
0.150651	0.194895	0.149922	0.194149
0.150461	0.194911	0.149732	0.194164
0.150271	0.194926	0.149543	0.194179
0.150081	0.194941	0.149354	0.194194
0.149891	0.194956	0.149164	0.194209
0.149701	0.194971	0.148975	0.194224
0.149511	0.194986	0.148786	0.194239
0.149321	0.195001	0.148596	0.194254
0.149131	0.195015	0.148407	0.194269
0.148940	0.195030	0.148218	0.194283
0.148750	0.195045	0.148028	0.194298
0.148560	0.195060	0.147839	0.194313
0.148370	0.195075	0.147649	0.194328
0.148180	0.195090	0.147460	0.194343
0.147990	0.195105	0.147271	0.194357
0.147800	0.195119	0.147081	0.194372
0.147609	0.195134	0.146892	0.194387
0.147419	0.195149	0.146702	0.194401
0.147229	0.195164	0.146513	0.194416
0.147039	0.195178	0.146323	0.194431
0.146848	0.195193	0.146133	0.194445
0.146658	0.195208	0.145944	0.194460
0.146468	0.195223	0.145754	0.194474
0.146278	0.195237	0.145565	0.194489
0.146087	0.195252	0.145375	0.194504
0.145897	0.195266	0.145186	0.194518
0.145707	0.195281	0.144996	0.194533
0.145516	0.195296	0.144806	0.194547
0.145326	0.195310	0.144617	0.194562
0.145135	0.195325	0.144427	0.194576
0.144945	0.195339	0.144237	0.194590
0.144755	0.195354	0.144048	0.194605
0.144564	0.195368	0.143858	0.194619
0.144374	0.195383	0.143668	0.194634
0.144183	0.195397	0.143478	0.194648
0.143993	0.195411	0.143289	0.194662
0.143802	0.195426	0.143099	0.194677
0.143612	0.195440	0.142909	0.194691
0.143421	0.195455	0.142719	0.194705
0.143231	0.195469	0.142529	0.194719
0.143040	0.195483	0.142340	0.194734
0.142850	0.195498	0.142150	0.194748
0.142659	0.195512	0.141960	0.194762
0.142469	0.195526	0.141770	0.194776
0.142278	0.195540	0.141580	0.194791
0.142087	0.195555	0.141390	0.194805
0.141897	0.195569	0.141200	0.194819
0.141706	0.195583	0.141011	0.194833
0.141516	0.195597	0.140821	0.194847
0.141325	0.195611	0.140631	0.194861
0.141134	0.195625	0.140441	0.194875
0.140944	0.195640	0.140251	0.194889
0.140753	0.195654	0.140061	0.194903
0.140562	0.195668	0.139871	0.194917
0.140371	0.195682	0.139681	0.194931
0.140181	0.195696	0.139491	0.194945
0.139990	0.195710	0.139301	0.194959
0.139799	0.195724	0.139111	0.194973
0.139608	0.195738	0.138921	0.194987
0.139418	0.195752	0.138730	0.195001
0.139227	0.195766	0.138540	0.195015
0.139036	0.195780	0.138350	0.195028
0.138845	0.195794	0.138160	0.195042
0.138654	0.195807	0.137970	0.195056
0.138463	0.195821	0.137780	0.195070
0.138272	0.195835	0.137590	0.195084
0.138082	0.195849	0.137400	0.195097
0.137891	0.195863	0.137209	0.195111
0.137700	0.195877	0.137019	0.195125
0.137509	0.195890	0.136829	0.195139
0.137318	0.195904	0.136639	0.195152
0.137127	0.195918	0.136448	0.195166
0.136936	0.195932	0.136258	0.195179
0.136745	0.195945	0.136068	0.195193
0.136554	0.195959	0.135878	0.195207
0.136363	0.195973	0.135687	0.195220
0.136172	0.195986	0.135497	0.195234
0.135981	0.196000	0.135307	0.195247
0.135790	0.196013	0.135116	0.195261
0.135599	0.196027	0.134926	0.195274
0.135408	0.196041	0.134736	0.195288
0.135217	0.196054	0.134545	0.195301
0.135026	0.196068	0.134355	0.195315
0.134834	0.196081	0.134165	0.195328
0.134643	0.196095	0.133974	0.195342
0.134452	0.196108	0.133784	0.195355
0.134261	0.196121	0.133593	0.195368
0.134070	0.196135	0.133403	0.195382
0.133879	0.196148	0.133212	0.195395
0.133688	0.196162	0.133022	0.195408
0.133496	0.196175	0.132831	0.195422
0.133305	0.196188	0.132641	0.195435
0.133114	0.196202	0.132450	0.195448
0.132923	0.196215	0.132260	0.195461
0.132731	0.196228	0.132069	0.195475
0.132540	0.196242	0.131879	0.195488
0.132349	0.196255	0.131688	0.195501
0.132158	0.196268	0.131498	0.195514
0.131966	0.196281	0.131307	0.195527
0.131775	0.196295	0.131117	0.195540
0.131584	0.196308	0.130926	0.195554
0.131392	0.196321	0.130735	0.195567
0.131201	0.196334	0.130545	0.195580
0.131010	0.196347	0.130354	0.195593
0.130818	0.196360	0.130163	0.195606
0.130627	0.196373	0.129973	0.195619
0.130435	0.196386	0.129782	0.195632
0.130244	0.196399	0.129591	0.195645
0.130052	0.196412	0.129401	0.195658
0.129861	0.196425	0.129210	0.195671
0.129670	0.196438	0.129019	0.195684
0.129478	0.196451	0.128828	0.195696
0.129287	0.196464	0.128638	0.195709
0.129095	0.196477	0.128447	0.195722
0.128904	0.196490	0.128256	0.195735
0.128712	0.196503	0.128065	0.195748
0.128521	0.196516	0.127874	0.195761
0.128329	0.196529	0.127684	0.195773
0.128137	0.196542	0.127493	0.195786
0.127946	0.196554	0.127302	0.195799
0.127754	0.196567	0.127111	0.195812
0.127563	0.196580	0.126920	0.195824
0.127371	0.196593	0.126729	0.195837
0.127180	0.196605	0.126538	0.195850
0.126988	0.196618	0.126348	0.195862
0.126796	0.196631	0.126157	0.195875
0.126605	0.196644	0.125966	0.195888
0.126413	0.196656	0.125775	0.195900
0.126221	0.196669	0.125584	0.195913
0.126030	0.196682	0.125393	0.195925
0.125838	0.196694	0.125202	0.195938
0.125646	0.196707	0.125011	0.195950
0.125454	0.196719	0.124820	0.195963
0.125263	0.196732	0.124629	0.195975
0.125071	0.196744	0.124438	0.195988
0.124879	0.196757	0.124247	0.196000
0.124687	0.196769	0.124056	0.196013
0.124496	0.196782	0.123865	0.196025
0.124304	0.196794	0.123674	0.196037
0.124112	0.196807	0.123482	0.196050
0.123920	0.196819	0.123291	0.196062
0.123728	0.196831	0.123100	0.196074
0.123536	0.196844	0.122909	0.196087
0.123345	0.196856	0.122718	0.196099
0.123153	0.196869	0.122527	0.196111
0.122961	0.196881	0.122336	0.196123
0.122769	0.196893	0.122145	0.196136
0.122577	0.196905	0.121953	0.196148
0.122385	0.196918	0.121762	0.196160
0.122193	0.196930	0.121571	0.196172
0.122001	0.196942	0.121380	0.196184
0.121809	0.196954	0.121188	0.196196
0.121617	0.196967	0.120997	0.196209
0.121425	0.196979	0.120806	0.196221
0.121233	0.196991	0.120615	0.196233
0.121041	0.197003	0.120423	0.196245
0.120849	0.197015	0.120232	0.196257
0.120657	0.197027	0.120041	0.196269
0.120465	0.197039	0.119850	0.196281
0.120273	0.197051	0.119658	0.196293
0.120081	0.197063	0.119467	0.196305
0.119889	0.197075	0.119276	0.196317
0.119697	0.197087	0.119084	0.196329
0.119505	0.197099	0.118893	0.196341
0.119313	0.197111	0.118701	0.196352
0.119121	0.197123	0.118510	0.196364
0.118929	0.197135	0.118319	0.196376
0.118736	0.197147	0.118127	0.196388
0.118544	0.197159	0.117936	0.196400
0.118352	0.197171	0.117744	0.196412
0.118160	0.197183	0.117553	0.196423
0.117968	0.197194	0.117361	0.196435
0.117776	0.197206	0.117170	0.196447
0.117583	0.197218	0.116978	0.196458
0.117391	0.197230	0.116787	0.196470
0.117199	0.197241	0.116595	0.196482
0.117007	0.197253	0.116404	0.196493
0.116814	0.197265	0.116212	0.196505
0.116622	0.197276	0.116021	0.196517
0.116430	0.197288	0.115829	0.196528
0.116238	0.197300	0.115638	0.196540
0.116045	0.197311	0.115446	0.196551
0.115853	0.197323	0.115255	0.196563
0.115661	0.197335	0.115063	0.196574
0.115468	0.197346	0.114871	0.196586
0.115276	0.197358	0.114680	0.196597
0.115084	0.197369	0.114488	0.196609
0.114891	0.197381	0.114297	0.196620
0.114699	0.197392	0.114105	0.196632
0.114507	0.197404	0.113913	0.196643
0.114314	0.197415	0.113722	0.196655
0.114122	0.197427	0.113530	0.196666
0.113929	0.197438	0.113338	0.196677
0.113737	0.197449	0.113146	0.196689
0.113544	0.197461	0.112955	0.196700
0.113352	0.197472	0.112763	0.196711
0.113160	0.197483	0.112571	0.196722
0.112967	0.197495	0.112380	0.196734
0.112775	0.197506	0.112188	0.196745
0.112582	0.197517	0.111996	0.196756
0.112390	0.197529	0.111804	0.196767
0.112197	0.197540	0.111612	0.196778
0.112005	0.197551	0.111421	0.196790
0.111812	0.197562	0.111229	0.196801
0.111619	0.197573	0.111037	0.196812
0.111427	0.197585	0.110845	0.196823
0.111234	0.197596	0.110653	0.196834
0.111042	0.197607	0.110461	0.196845
0.110849	0.197618	0.110270	0.196856
0.110657	0.197629	0.110078	0.196867
0.110464	0.197640	0.109886	0.196878
0.110271	0.197651	0.109694	0.196889
0.110079	0.197662	0.109502	0.196900
0.109886	0.197673	0.109310	0.196911
0.109693	0.197684	0.109118	0.196922
0.109501	0.197695	0.108926	0.196933
0.109308	0.197706	0.108734	0.196944
0.109115	0.197717	0.108542	0.196955
0.108923	0.197728	0.108350	0.196965
0.108730	0.197739	0.108158	0.196976
0.108537	0.197750	0.107966	0.196987
0.108344	0.197761	0.107774	0.196998
0.108152	0.197771	0.107582	0.197009
0.107959	0.197782	0.107390	0.197019
0.107766	0.197793	0.107198	0.197030
0.107573	0.197804	0.107006	0.197041
0.107381	0.197815	0.106814	0.197052
0.107188	0.197825	0.106622	0.197062
0.106995	0.197836	0.106430	0.197073
0.106802	0.197847	0.106238	0.197083
0.106609	0.197857	0.106046	0.197094
0.106417	0.197868	0.105854	0.197105
0.106224	0.197879	0.105662	0.197115
0.106031	0.197889	0.105470	0.197126
0.105838	0.197900	0.105277	0.197136
0.105645	0.197911	0.105085	0.197147
0.105452	0.197921	0.104893	0.197157
0.105259	0.197932	0.104701	0.197168
0.105066	0.197942	0.104509	0.197178
0.104874	0.197953	0.104317	0.197189
0.104681	0.197963	0.104124	0.197199
0.104488	0.197974	0.103932	0.197210
0.104295	0.197984	0.103740	0.197220
0.104102	0.197995	0.103548	0.197230
0.103909	0.198005	0.103356	0.197241
0.103716	0.198015	0.103163	0.197251
0.103523	0.198026	0.102971	0.197261
0.103330	0.198036	0.102779	0.197272
0.103137	0.198046	0.102586	0.197282
0.102944	0.198057	0.102394	0.197292
0.102751	0.198067	0.102202	0.197302
0.102558	0.198077	0.102010	0.197313
0.102365	0.198087	0.101817	0.197323
0.102172	0.198098	0.101625	0.197333
0.101979	0.198108	0.101433	0.197343
0.101786	0.198118	0.101240	0.197353
0.101592	0.198128	0.101048	0.197363
0.101399	0.198138	0.100856	0.197373
0.101206	0.198149	0.100663	0.197383
0.101013	0.198159	0.100471	0.197394
0.100820	0.198169	0.100278	0.197404
0.100627	0.198179	0.100086	0.197414
0.100434	0.198189	0.099894	0.197424
0.100241	0.198199	0.099701	0.197434
0.100047	0.198209	0.099509	0.197444
0.099854	0.198219	0.099316	0.197453
0.099661	0.198229	0.099124	0.197463
0.099468	0.198239	0.098931	0.197473
0.099275	0.198249	0.098739	0.197483
0.099081	0.198259	0.098546	0.197493
0.098888	0.198269	0.098354	0.197503
0.098695	0.198279	0.098161	0.197513
0.098502	0.198289	0.097969	0.197523
0.098309	0.198298	0.097776	0.197532
0.098115	0.198308	0.097584	0.197542
0.097922	0.198318	0.097391	0.197552
0.097729	0.198328	0.097199	0.197562
0.097535	0.198338	0.097006	0.197571
0.097342	0.198347	0.096814	0.197581
0.097149	0.198357	0.096621	0.197591
0.096956	0.198367	0.096429	0.197600
0.096762	0.198377	0.096236	0.197610
0.096569	0.198386	0.096043	0.197620
0.096376	0.198396	0.095851	0.197629
0.096182	0.198405	0.095658	0.197639
0.095989	0.198415	0.095466	0.197648
0.095795	0.198425	0.095273	0.197658
0.095602	0.198434	0.095080	0.197667
0.095409	0.198444	0.094888	0.197677
0.095215	0.198453	0.094695	0.197686
0.095022	0.198463	0.094502	0.197696
0.094828	0.198472	0.094310	0.197705
0.094635	0.198482	0.094117	0.197715
0.094442	0.198491	0.093924	0.197724
0.094248	0.198501	0.093731	0.197733
0.094055	0.198510	0.093539	0.197743
0.093861	0.198520	0.093346	0.197752
0.093668	0.198529	0.093153	0.197761
0.093474	0.198538	0.092961	0.197771
0.093281	0.198548	0.092768	0.197780
0.093087	0.198557	0.092575	0.197789
0.092894	0.198566	0.092382	0.197799
0.092700	0.198576	0.092189	0.197808
0.092507	0.198585	0.091997	0.197817
0.092313	0.198594	0.091804	0.197826
0.092120	0.198603	0.091611	0.197835
0.091926	0.198613	0.091418	0.197844
0.091733	0.198622	0.091225	0.197854
0.091539	0.198631	0.091033	0.197863
0.091345	0.198640	0.090840	0.197872
0.091152	0.198649	0.090647	0.197881
0.090958	0.198658	0.090454	0.197890
0.090765	0.198667	0.090261	0.197899
0.090571	0.198677	0.090068	0.197908
0.090377	0.198686	0.089875	0.197917
0.090184	0.198695	0.089682	0.197926
0.089990	0.198704	0.089490	0.197935
0.089796	0.198713	0.089297	0.197944
0.089603	0.198722	0.089104	0.197953
0.089409	0.198731	0.088911	0.197962
0.089215	0.198740	0.088718	0.197971
0.089022	0.198748	0.088525	0.197979
0.088828	0.198757	0.088332	0.197988
0.088634	0.198766	0.088139	0.197997
0.088441	0.198775	0.087946	0.198006
0.088247	0.198784	0.087753	0.198015
0.088053	0.198793	0.087560	0.198023
0.087859	0.198802	0.087367	0.198032
0.087666	0.198810	0.087174	0.198041
0.087472	0.198819	0.086981	0.198050
0.087278	0.198828	0.086788	0.198058
0.087084	0.198837	0.086595	0.198067
0.086891	0.198845	0.086402	0.198076
0.086697	0.198854	0.086209	0.198084
0.086503	0.198863	0.086016	0.198093
0.086309	0.198871	0.085823	0.198101
0.086116	0.198880	0.085630	0.198110
0.085922	0.198889	0.085437	0.198119
0.085728	0.198897	0.085244	0.198127
0.085534	0.198906	0.085050	0.198136
0.085340	0.198914	0.084857	0.198144
0.085146	0.198923	0.084664	0.198153
0.084952	0.198931	0.084471	0.198161
0.084759	0.198940	0.084278	0.198170
0.084565	0.198948	0.084085	0.198178
0.084371	0.198957	0.083892	0.198186
0.084177	0.198965	0.083699	0.198195
0.083983	0.198974	0.083505	0.198203
0.083789	0.198982	0.083312	0.198211
0.083595	0.198990	0.083119	0.198220
0.083401	0.198999	0.082926	0.198228
0.083207	0.199007	0.082733	0.198236
0.083013	0.199015	0.082539	0.198245
0.082820	0.199024	0.082346	0.198253
0.082626	0.199032	0.082153	0.198261
0.082432	0.199040	0.081960	0.198269
0.082238	0.199049	0.081767	0.198277
0.082044	0.199057	0.081573	0.198286
0.081850	0.199065	0.081380	0.198294
0.081656	0.199073	0.081187	0.198302
0.081462	0.199081	0.080994	0.198310
0.081268	0.199089	0.080800	0.198318
0.081074	0.199098	0.080607	0.198326
0.080880	0.199106	0.080414	0.198334
0.080686	0.199114	0.080220	0.198342
0.080492	0.199122	0.080027	0.198350
0.080297	0.199130	0.079834	0.198358
0.080103	0.199138	0.079640	0.198366
0.079909	0.199146	0.079447	0.198374
0.079715	0.199154	0.079254	0.198382
0.079521	0.199162	0.079060	0.198390
0.079327	0.199170	0.078867	0.198398
0.079133	0.199178	0.078674	0.198406
0.078939	0.199186	0.078480	0.198414
0.078745	0.199194	0.078287	0.198422
0.078551	0.199201	0.078094	0.198429
0.078357	0.199209	0.077900	0.198437
0.078162	0.199217	0.077707	0.198445
0.077968	0.199225	0.077513	0.198453
0.077774	0.199233	0.077320	0.198460
0.077580	0.199241	0.077127	0.198468
0.077386	0.199248	0.076933	0.198476
0.077192	0.199256	0.076740	0.198484
0.076997	0.199264	0.076546	0.198491
0.076803	0.199271	0.076353	0.198499
0.076609	0.199279	0.076159	0.198506
0.076415	0.199287	0.075966	0.198514
0.076221	0.199294	0.075772	0.198522
0.076026	0.199302	0.075579	0.198529
0.075832	0.199310	0.075386	0.198537
0.075638	0.199317	0.075192	0.198544
0.075444	0.199325	0.074999	0.198552
0.075249	0.199332	0.074805	0.198559
0.075055	0.199340	0.074611	0.198567
0.074861	0.199347	0.074418	0.198574
0.074667	0.199355	0.074224	0.198582
0.074472	0.199362	0.074031	0.198589
0.074278	0.199370	0.073837	0.198596
0.074084	0.199377	0.073644	0.198604
0.073890	0.199385	0.073450	0.198611
0.073695	0.199392	0.073257	0.198619
0.073501	0.199399	0.073063	0.198626
0.073307	0.199407	0.072870	0.198633
0.073112	0.199414	0.072676	0.198640
0.072918	0.199421	0.072482	0.198648
0.072724	0.199429	0.072289	0.198655
0.072529	0.199436	0.072095	0.198662
0.072335	0.199443	0.071902	0.198669
0.072141	0.199450	0.071708	0.198676
0.071946	0.199458	0.071514	0.198684
0.071752	0.199465	0.071321	0.198691
0.071557	0.199472	0.071127	0.198698
0.071363	0.199479	0.070933	0.198705
0.071169	0.199486	0.070740	0.198712
0.070974	0.199493	0.070546	0.198719
0.070780	0.199501	0.070352	0.198726
0.070585	0.199508	0.070159	0.198733
0.070391	0.199515	0.069965	0.198740
0.070197	0.199522	0.069771	0.198747
0.070002	0.199529	0.069578	0.198754
0.069808	0.199536	0.069384	0.198761
0.069613	0.199543	0.069190	0.198768
0.069419	0.199550	0.068997	0.198775
0.069224	0.199557	0.068803	0.198782
0.069030	0.199564	0.068609	0.198789
0.068835	0.199570	0.068415	0.198796
0.068641	0.199577	0.068222	0.198802
0.068446	0.199584	0.068028	0.198809
0.068252	0.199591	0.067834	0.198816
0.068057	0.199598	0.067640	0.198823
0.067863	0.199605	0.067447	0.198830
0.067668	0.199611	0.067253	0.198836
0.067474	0.199618	0.067059	0.198843
0.067279	0.199625	0.066865	0.198850
0.067085	0.199632	0.066672	0.198856
0.066890	0.199638	0.066478	0.198863
0.066696	0.199645	0.066284	0.198870
0.066501	0.199652	0.066090	0.198876
0.066307	0.199658	0.065896	0.198883
0.066112	0.199665	0.065702	0.198889
0.065918	0.199672	0.065509	0.198896
0.065723	0.199678	0.065315	0.198903
0.065528	0.199685	0.065121	0.198909
0.065334	0.199691	0.064927	0.198916
0.065139	0.199698	0.064733	0.198922
0.064945	0.199704	0.064539	0.198929
0.064750	0.199711	0.064346	0.198935
0.064555	0.199717	0.064152	0.198941
0.064361	0.199724	0.063958	0.198948
0.064166	0.199730	0.063764	0.198954
0.063971	0.199737	0.063570	0.198961
0.063777	0.199743	0.063376	0.198967
0.063582	0.199749	0.063182	0.198973
0.063388	0.199756	0.062988	0.198980
0.063193	0.199762	0.062794	0.198986
0.062998	0.199768	0.062600	0.198992
0.062804	0.199775	0.062406	0.198998
0.062609	0.199781	0.062213	0.199005
0.062414	0.199787	0.062019	0.199011
0.062219	0.199794	0.061825	0.199017
0.062025	0.199800	0.061631	0.199023
0.061830	0.199806	0.061437	0.199029
0.061635	0.199812	0.061243	0.199035
0.061441	0.199818	0.061049	0.199042
0.061246	0.199824	0.060855	0.199048
0.061051	0.199831	0.060661	0.199054
0.060856	0.199837	0.060467	0.199060
0.060662	0.199843	0.060273	0.199066
0.060467	0.199849	0.060079	0.199072
0.060272	0.199855	0.059885	0.199078
0.060077	0.199861	0.059691	0.199084
0.059883	0.199867	0.059497	0.199090
0.059688	0.199873	0.059303	0.199096
0.059493	0.199879	0.059109	0.199102
0.059298	0.199885	0.058915	0.199108
0.059104	0.199891	0.058721	0.199113
0.058909	0.199897	0.058527	0.199119
0.058714	0.199903	0.058333	0.199125
0.058519	0.199908	0.058139	0.199131
0.058324	0.199914	0.057945	0.199137
0.058130	0.199920	0.057750	0.199143
0.057935	0.199926	0.057556	0.199148
0.057740	0.199932	0.057362	0.199154
0.057545	0.199937	0.057168	0.199160
0.057350	0.199943	0.056974	0.199166
0.057155	0.199949	0.056780	0.199171
0.056961	0.199955	0.056586	0.199177
0.056766	0.199960	0.056392	0.199183
0.056571	0.199966	0.056198	0.199188
0.056376	0.199972	0.056004	0.199194
0.056181	0.199977	0.055809	0.199199
0.055986	0.199983	0.055615	0.199205
0.055791	0.199989	0.055421	0.199210
0.055597	0.199994	0.055227	0.199216
0.055402	0.200000	0.055033	0.199222
0.055207	0.200005	0.054839	0.199227
0.055012	0.200011	0.054645	0.199232
0.054817	0.200016	0.054450	0.199238
0.054622	0.200022	0.054256	0.199243
0.054427	0.200027	0.054062	0.199249
0.054232	0.200033	0.053868	0.199254
0.054037	0.200038	0.053674	0.199260
0.053842	0.200043	0.053480	0.199265
0.053647	0.200049	0.053285	0.199270
0.053452	0.200054	0.053091	0.199276
0.053258	0.200060	0.052897	0.199281
0.053063	0.200065	0.052703	0.199286
0.052868	0.200070	0.052509	0.199291
0.052673	0.200076	0.052314	0.199297
0.052478	0.200081	0.052120	0.199302
0.052283	0.200086	0.051926	0.199307
0.052088	0.200091	0.051732	0.199312
0.051893	0.200096	0.051537	0.199317
0.051698	0.200102	0.051343	0.199323
0.051503	0.200107	0.051149	0.199328
0.051308	0.200112	0.050955	0.199333
0.051113	0.200117	0.050760	0.199338
0.050918	0.200122	0.050566	0.199343
0.050723	0.200127	0.050372	0.199348
0.050528	0.200132	0.050178	0.199353
0.050333	0.200137	0.049983	0.199358
0.050138	0.200142	0.049789	0.199363
0.049943	0.200147	0.049595	0.199368
0.049748	0.200152	0.049401	0.199373
0.049553	0.200157	0.049206	0.199378
0.049358	0.200162	0.049012	0.199383
0.049162	0.200167	0.048818	0.199388
0.048967	0.200172	0.048623	0.199393
0.048772	0.200177	0.048429	0.199397
0.048577	0.200182	0.048235	0.199402
0.048382	0.200187	0.048040	0.199407
0.048187	0.200192	0.047846	0.199412
0.047992	0.200197	0.047652	0.199417
0.047797	0.200201	0.047457	0.199421
0.047602	0.200206	0.047263	0.199426
0.047407	0.200211	0.047069	0.199431
0.047212	0.200216	0.046874	0.199436
0.047017	0.200220	0.046680	0.199440
0.046822	0.200225	0.046486	0.199445
0.046626	0.200230	0.046291	0.199449
0.046431	0.200234	0.046097	0.199454
0.046236	0.200239	0.045903	0.199459
0.046041	0.200244	0.045708	0.199463
0.045846	0.200248	0.045514	0.199468
0.045651	0.200253	0.045319	0.199472
0.045456	0.200257	0.045125	0.199477
0.045261	0.200262	0.044931	0.199481
0.045065	0.200266	0.044736	0.199486
0.044870	0.200271	0.044542	0.199490
0.044675	0.200275	0.044347	0.199495
0.044480	0.200280	0.044153	0.199499
0.044285	0.200284	0.043959	0.199504
0.044090	0.200289	0.043764	0.199508
0.043894	0.200293	0.043570	0.199512
0.043699	0.200298	0.043375	0.199517
0.043504	0.200302	0.043181	0.199521
0.043309	0.200306	0.042986	0.199525
0.043114	0.200311	0.042792	0.199530
0.042918	0.200315	0.042598	0.199534
0.042723	0.200319	0.042403	0.199538
0.042528	0.200324	0.042209	0.199542
0.042333	0.200328	0.042014	0.199547
0.042138	0.200332	0.041820	0.199551
0.041942	0.200336	0.041625	0.199555
0.041747	0.200340	0.041431	0.199559
0.041552	0.200345	0.041236	0.199563
0.041357	0.200349	0.041042	0.199567
0.041162	0.200353	0.040847	0.199571
0.040966	0.200357	0.040653	0.199576
0.040771	0.200361	0.040458	0.199580
0.040576	0.200365	0.040264	0.199584
0.040381	0.200369	0.040069	0.199588
0.040185	0.200373	0.039875	0.199592
0.039990	0.200377	0.039680	0.199596
0.039795	0.200381	0.039486	0.199600
0.039600	0.200385	0.039291	0.199604
0.039404	0.200389	0.039097	0.199607
0.039209	0.200393	0.038902	0.199611
0.039014	0.200397	0.038708	0.199615
0.038818	0.200401	0.038513	0.199619
0.038623	0.200405	0.038319	0.199623
0.038428	0.200409	0.038124	0.199627
0.038233	0.200413	0.037930	0.199631
0.038037	0.200416	0.037735	0.199634
0.037842	0.200420	0.037541	0.199638
0.037647	0.200424	0.037346	0.199642
0.037451	0.200428	0.037152	0.199646
0.037256	0.200432	0.036957	0.199649
0.037061	0.200435	0.036762	0.199653
0.036866	0.200439	0.036568	0.199657
0.036670	0.200443	0.036373	0.199660
0.036475	0.200446	0.036179	0.199664
0.036280	0.200450	0.035984	0.199668
0.036084	0.200454	0.035790	0.199671
0.035889	0.200457	0.035595	0.199675
0.035694	0.200461	0.035400	0.199678
0.035498	0.200464	0.035206	0.199682
0.035303	0.200468	0.035011	0.199685
0.035108	0.200471	0.034817	0.199689
0.034912	0.200475	0.034622	0.199692
0.034717	0.200478	0.034427	0.199696
0.034521	0.200482	0.034233	0.199699
0.034326	0.200485	0.034038	0.199703
0.034131	0.200489	0.033844	0.199706
0.033935	0.200492	0.033649	0.199709
0.033740	0.200496	0.033454	0.199713
0.033545	0.200499	0.033260	0.199716
0.033349	0.200502	0.033065	0.199719
0.033154	0.200506	0.032871	0.199723
0.032959	0.200509	0.032676	0.199726
0.032763	0.200512	0.032481	0.199729
0.032568	0.200516	0.032287	0.199732
0.032372	0.200519	0.032092	0.199736
0.032177	0.200522	0.031897	0.199739
0.031982	0.200525	0.031703	0.199742
0.031786	0.200528	0.031508	0.199745
0.031591	0.200532	0.031313	0.199748
0.031395	0.200535	0.031119	0.199751
0.031200	0.200538	0.030924	0.199755
0.031005	0.200541	0.030729	0.199758
0.030809	0.200544	0.030535	0.199761
0.030614	0.200547	0.030340	0.199764
0.030418	0.200550	0.030145	0.199767
0.030223	0.200553	0.029951	0.199770
0.030027	0.200556	0.029756	0.199773
0.029832	0.200559	0.029561	0.199776
0.029637	0.200562	0.029367	0.199779
0.029441	0.200565	0.029172	0.199782
0.029246	0.200568	0.028977	0.199784
0.029050	0.200571	0.028783	0.199787
